name ,Asset Growth,Net Interest margin,ROA,Loss Allowance to Loans,Loans to Assets,Score
Primebank,8.966358885,3.497089888,1.536695249,1.414723952,85.57208317,23.00514806
CBank,12.32669313,3.758987908,0.886317071,1.096212463,86.26181705,23.00083362
First National Bank Baird,-3.167263817,5.144148359,1.212637088,1.025317276,84.61594065,22.99951084
Bank of the Orient,10.85737103,4.235786104,1.493594862,1.656178601,84.5979026,22.99586554
Crown Bank,7.56467422,4.214542743,0.000625797,1.223598874,86.54137103,22.99503461
Benchmark Community Bank,13.28276498,4.672537788,1.441421372,0.980669602,84.88496777,22.99489913
Community First National Bank,10.65487511,3.804965342,0.632888823,1.213002353,86.31730473,22.99204031
Valley Central Bank,49.19573452,3.533183747,0.081285019,0.932887067,87.41001382,22.98934241
Bank of Montana,8.719579166,4.988503284,4.566095108,1.147727752,81.25440777,22.98918348
Shinhan Bank America,12.07933927,3.465116027,0.179095535,0.64026462,87.66376056,22.98705919
First Missouri Bank,16.21701581,4.43816438,1.960044514,1.207181376,84.34266678,22.98701426
Riverland Bank,5.396332446,3.897056294,0.364583093,1.237916582,86.42339545,22.98073785
Choice Financial Group,7.758054296,4.050973253,1.672192181,0.64222386,85.53798809,22.97584435
Commercial State Bank,14.64343073,4.215596432,1.198322607,1.237677197,85.24920363,22.97519997
Nebraska Bank of Commerce,5.96746163,3.174728422,0.399409147,1.54572234,86.77736134,22.97430531
Bay State Savings Bank,0.682343185,3.203279779,0.347517813,1.312388843,87.03121483,22.97360032
"Auburn Savings Bank, FSB",4.520952652,3.815512309,0.474870726,1.2016417,86.40215617,22.97354523
Tioga-Franklin Savings Bank,9.318823444,4.089300813,0.226805929,1.965228447,85.58260744,22.96598566
Bank of Lake Mills,8.586719487,4.025557199,1.747821206,1.135903986,84.95443335,22.96592894
Pilot Grove Savings Bank,5.007160375,3.733750675,1.996270444,1.479313956,84.63648764,22.96145568
First Midwest Bank of Poplar Bluff,5.922977258,4.065645265,1.319029523,1.13891473,85.31995856,22.96088702
Bank of Perry County,3.611806023,4.936326721,1.888840211,1.215984345,83.78415761,22.95632722
State Savings Bank,2.646731307,3.459347977,0.767090682,0.964180912,86.62103805,22.95291441
Northmark Bank,1.635986136,3.941426726,1.003239041,1.218374368,85.63245067,22.9488727
Central Bank,6.160083385,4.042104149,1.276505528,1.118136869,85.332255,22.94225039
EagleBank,11.73027252,4.34608289,2.017712935,0.993516333,84.4090673,22.94159486
Bank of St. Elizabeth,10.1595595,4.893787013,2.299770737,0.580034512,83.98920393,22.94069905
Westside State Bank,11.84380318,4.08372333,0.962065577,0.898410504,85.81848105,22.94067012
Texas Bank Financial,29.49010338,4.766610822,2.346517814,0.86546342,83.76468488,22.93581923
Citizens Guaranty Bank,23.24983825,4.522724547,0.681241252,1.368738805,85.16560372,22.93457708
InsBank,5.405081613,3.490850655,0.951959095,1.061568733,86.21361473,22.9294983
"Goldwater Bank, N.A.",23.75228655,5.699798109,-1.058664549,0.26400576,86.7997139,22.92621331
Luther Burbank Savings,6.990835895,2.213513653,0.843064424,0.57521425,88.05566615,22.92186462
Empire State Bank,15.26770124,3.324751551,0.348003636,0.880918917,87.10585355,22.91488191
1st Security Bank of Washington,42.35265346,4.611021556,1.609654302,1.187392055,84.23813109,22.91154975
Coffee County Bank,4.51344008,4.749008584,2.635558264,1.541823937,82.70964679,22.90900939
Bank of Western Oklahoma,15.01269545,5.082605989,1.804075059,1.003934692,83.72476111,22.90384421
WinFirst Bank,7.550712063,3.417583867,1.281262129,0.978347068,85.92403662,22.90030742
Bank of New England,10.99086467,4.080697125,1.753735804,1.088152031,84.67638081,22.89974144
The Merchants National Bank,31.24605348,3.971164118,1.482251641,1.03602285,85.10257092,22.89800238
SSB Community Bank,15.00244412,3.792702248,1.160424507,1.162790698,85.46082745,22.89418623
Guaranty State Bank and Trust Company,4.511630976,4.259070518,1.092134244,1.653075752,84.57108715,22.89384192
"Rockland Savings Bank, FSB",13.05590937,3.926371357,0.032484342,1.544401544,86.03891704,22.88554357
Meredith Village Savings Bank,5.200060085,3.739962959,0.858420821,0.757200053,86.18481936,22.8851008
Arbor Bank,8.166524865,3.910888372,1.088468082,0.988258213,85.54855593,22.88404265
Nebraska State Bank and Trust Company,0.531051237,3.790390513,1.559092657,0.778797049,85.38856266,22.87921072
Logan State Bank,11.23058143,4.000204376,0.803230379,0.695182003,85.99354526,22.8730405
Greenville Federal,2.677217458,3.380848278,0.523964733,0.596104526,86.98944002,22.87258939
Horizon Bank,19.29491291,4.543625292,2.3149848,0.379258321,84.24391516,22.87044589
Spring Bank,11.24364579,3.562274206,1.402306517,1.414118329,85.09759852,22.86907439
Home Bank of California,7.261847394,5.22973707,3.089072825,1.036879068,82.08845973,22.86103717
Chambers Bank,3.704508086,4.148872275,1.424634665,1.271993515,84.59005129,22.85888794
Citizens State Bank,1.565941217,4.213723617,1.876457026,1.057992116,84.27273232,22.85522627
"Great Midwest Bank, S.S.B.",9.255922589,2.713685812,0.748360483,0.454266027,87.48877082,22.85127079
Bank of Newington,9.892823964,5.369301137,1.530301455,1.334719745,83.135069,22.84234783
Peoples Bank,1.291051138,4.078443788,1.986514294,1.232337467,84.05756,22.83871389
Revere Bank,22.32778185,3.819266464,1.228932281,0.877141603,85.42908918,22.83860738
The Westchester Bank,2.118850603,3.955489598,1.273829553,1.52100386,84.58187039,22.83304835
Alma Bank,2.618072293,3.510279141,0.337860784,1.392521676,86.08786503,22.83213166
Bank of Feather River,16.36446289,4.950056509,1.343712933,1.31751906,83.70930113,22.83014741
First Resource Bank,18.92868212,3.916401796,0.776387398,0.851795296,85.77074078,22.82883132
Hanover Community Bank,30.59774172,3.48597856,1.174786259,1.155255854,85.47363465,22.82241383
Bar Harbor Savings and Loan Association,-0.932242364,2.955129269,0.954663467,0.937699014,86.44080788,22.82207491
Citizens State Bank,10.56627965,4.851935027,2.573900948,1.503958008,82.33634874,22.81653568
First Farmers & Merchants National Bank,-0.021230193,4.207607298,1.543597615,1.129668789,84.37457781,22.81386288
First Community Bank,2.836073219,4.645279527,1.391471981,1.041908643,84.15886155,22.80938043
"Industrial and Commercial Bank of China USA, National Association",7.597563728,3.384841556,0.847736933,0.640162228,86.34912319,22.80546598
Bank of Sullivan,8.687860628,3.844988129,1.16476901,1.659018454,84.54151011,22.80257143
Resource Bank,1.870690721,4.459718069,1.279272024,0.652082192,84.78216476,22.79330926
Alliance Bank,17.07242237,4.543498252,0.759286293,1.934606589,83.93376713,22.79278957
Union Savings Bank,9.828056016,3.113637131,1.945595092,1.153140797,84.95633368,22.79217668
Community State Bank of Orbisonia,-0.354541039,3.910641301,0.912434512,1.066403705,85.27106605,22.79013639
Kirkwood Bank of Nevada,57.72120452,4.571231611,1.490924075,1.264186588,83.82798085,22.78858078
Cross River Bank,69.12706218,7.049292822,3.307962789,1.639261576,79.15524711,22.78794107
Wellesley Bank,17.13841744,3.160533423,0.860789907,0.899550843,86.22620113,22.78676883
First Federal Savings Bank of Lincolnton,1.478393408,3.757121354,1.213068475,0.640050507,85.52608085,22.7840803
New Carlisle Federal Savings Bank,12.82988155,3.666004697,0.654573936,1.067921399,85.74496086,22.78336522
InterBank,-0.226952553,4.34114774,2.64469064,0.674454227,83.47154375,22.78295909
Community Financial Bank,12.5616836,3.765275158,0.86643372,0.99997199,85.49588776,22.78189216
First National Bank of Muscatine,2.595031428,3.398972321,1.150821739,1.383574195,85.19338854,22.7816892
United Citizens Bank of Southern Kentucky,9.874510759,4.41788088,1.603458937,1.360487753,83.73828543,22.78002825
"First Westroads Bank, Inc.",2.824356079,4.109073903,1.843224697,1.975535442,83.18352231,22.77783909
UBS Bank USA,5.845801863,2.972671059,1.826580783,0.065666386,86.24237641,22.77682366
Savoy Bank,14.06742634,4.592800987,1.329316467,1.75400934,83.42821793,22.77608618
Volunteer State Bank,5.5920786,4.274634008,1.637962968,1.071615219,84.11435718,22.77464234
Biddeford Savings Bank,1.768357116,3.380070705,0.790852241,0.468029586,86.45691331,22.77396646
Washington Business Bank,7.776874403,4.342899011,0.874447348,0.798274299,85.07547103,22.77277292
"Cf Bank, National Association",29.59008992,3.388673569,0.918828005,1.335252183,85.44787022,22.77265599
Commencement Bank,16.64574426,4.890526778,1.561760171,1.071665072,83.55716168,22.77027843
"First American Bank, N.A.",3.267352062,3.506914256,0.562365898,1.197930095,85.78338103,22.76264782
Centier Bank,13.55681618,3.76552208,1.366698934,1.050871864,84.8547688,22.75946542
Freedom Bank,3.672556693,5.285355072,1.35654812,1.486049333,82.89988576,22.75695957
The First State Bank,10.66352986,3.781500522,0.999842944,1.085990683,85.1578004,22.75628364
First State Bank,-7.791188756,3.529532848,0.92457264,1.290546679,85.25766772,22.75057997
State Bank of India (California),13.65336186,3.754936517,1.442141656,1.288553414,84.51203661,22.74941705
Exchange State Bank,1.502644546,3.489274587,0.954609557,1.024030155,85.46358664,22.73287523
Martha's Vineyard Savings Bank,2.934867588,3.661047872,0.932486304,0.724976547,85.61178846,22.7325748
Fairport Savings Bank,-0.659763641,2.971937569,0.19270461,0.521003159,87.2305299,22.72904381
Oklahoma State Bank,-3.903828433,4.889389152,1.74986053,1.746095069,82.53072219,22.72901674
Boiling Springs Savings Bank,5.268880699,2.955292768,0.502395679,0.904667405,86.53557013,22.7244815
"Texan Bank, National Association",13.02499803,4.60179127,0.654196188,1.501577541,84.14010705,22.72441801
Grant County State Bank,-2.15281454,4.771805491,2.314751941,1.009106571,82.80101171,22.72416893
Security First Bank of North Dakota,0.795713433,4.566035766,1.139166732,1.830010876,83.3541616,22.72234374
Quaint Oak Bank,13.28972238,3.468745971,0.81202494,0.849939546,85.75478714,22.7213744
The Bank of Fayette County,7.27180468,4.075024708,1.192410024,0.998865402,84.57896654,22.71131667
Embassy Bank for the Lehigh Valley,7.866645745,3.222878657,0.99856396,0.808527263,85.80555429,22.70888104
"Texas Citizens Bank, National Association",-3.898027742,4.999147755,0.171735825,1.436253694,84.2265468,22.70842102
Southwest National Bank,0.168093524,3.857646802,1.2110078,1.044987741,84.71041867,22.70601525
The Bank of Princeton,11.71630043,3.616034376,1.198290501,1.145161671,84.85511518,22.70365043
Elderton State Bank,5.843990275,3.955187345,1.416431869,1.796745533,83.63589351,22.70106456
"Black Hills Community Bank, N.A.",14.30723323,3.894260634,1.309242683,1.301992786,84.29807362,22.70089243
Focus Bank,2.470974262,3.638849696,1.400504418,1.220461648,84.52032137,22.69503428
Gold Coast Bank,0.998571566,4.491889148,1.444659493,3.527443931,81.31069514,22.69367193
Firstrust Savings Bank,4.090118274,4.267673858,1.822370302,1.726889269,82.95458173,22.69287879
Premier Bank Rochester,17.51294201,4.027529755,1.746673022,0.861370442,84.12579782,22.69034276
The North Salem State Bank,10.06367893,4.286390136,1.337696972,1.829006518,83.30708898,22.69004565
Citizens First Bank,0.727605245,3.66051008,1.159197186,1.274980795,84.66276972,22.68936445
Mechanics' Savings Bank,3.761713225,3.786444657,0.914277982,0.836886918,85.21296439,22.68764349
Farmers & Merchants State Bank,8.526891403,3.491180332,1.218332998,1.21185605,84.82703512,22.68710113
"Cendera Bank, National Association",7.247568577,4.888212264,1.041262583,0.964179069,83.83890682,22.68314018
Farmers Bank and Trust Company,6.56694278,4.196384531,2.259856436,1.731603682,82.52763346,22.67886953
The Napoleon State Bank,10.90272446,4.319933599,1.413757841,1.419945368,83.56060883,22.67856141
Black River Country Bank,1.267836978,3.964897782,1.579930746,1.285110239,83.88384149,22.67844506
First State Bank of Beecher City,4.400862069,4.59345475,2.481875608,1.942953773,81.64798851,22.66656816
Yampa Valley Bank,5.860794927,4.752801371,2.305458398,1.712658782,81.86374008,22.65866466
Triad Bank,15.12107285,3.814646808,1.006834046,1.229881036,84.57572071,22.65677065
ServisFirst Bank,19.78434392,3.827899176,1.90883759,1.050102311,83.82983761,22.65416917
Centennial Bank,27.70001596,5.518798063,1.413675885,1.342185171,82.31876201,22.64835528
Putnam County State Bank,5.473366401,3.79026493,1.815292875,1.368740036,83.60625884,22.64513917
Security Bank,11.72100867,3.96736236,1.201373807,1.472113526,83.91724221,22.63952298
Greenfield Banking Company,4.683451479,4.271171085,0.747219484,1.185544377,84.34775524,22.63792255
Community State Bank,9.284877106,4.893742753,2.07176942,2.60853459,80.97083558,22.63622059
Eagle Community Bank,4.293634414,4.768706885,-1.025150234,0.779536013,86.01837238,22.63536626
Kaw Valley Bank,1.664681837,4.448195206,1.36761769,0.390121485,84.31845248,22.63109672
First Commerce Bank,6.151658668,4.247208293,1.625745083,1.871001297,82.773326,22.62932017
Morris Bank,33.5396631,4.727881484,2.081362694,1.586675996,82.09974324,22.62391585
First Bank of Tennessee,11.81652758,4.562368897,1.520109991,1.104267044,83.30503094,22.62294422
MutualOne Bank,13.98575539,4.026925353,1.494924095,1.674677162,83.28727328,22.62094997
McClave State Bank,8.539181229,5.438808578,1.963943858,1.25153081,81.8276323,22.62047889
CENTRAL BANK OF ST. LOUIS,4.407558132,3.588667948,1.573527914,1.474756011,83.83727271,22.61855615
Lone Star Bank,7.050125075,4.323320435,0.62231456,1.208686215,84.30702004,22.61533531
Boundary Waters Bank,-0.806703492,4.264874438,1.171763692,0.738825656,84.28266748,22.61453282
Ameristate Bank,3.01727017,4.93553709,1.947130748,1.257385582,82.29455029,22.60865093
Kensington Bank,59.2478774,4.066414718,1.063813034,0.485144585,84.80651707,22.60547235
Foundation One Bank,3.886049737,3.593367122,0.495177288,0.804283637,85.52349108,22.60407978
CCB Community Bank,2.742907748,4.568700989,1.779650869,1.076530343,82.98664573,22.60288198
BankGloucester,5.204316346,3.770438935,0.587478555,0.724280993,85.31770163,22.59997503
Capital Community Bank,24.35303139,3.136469495,0.395667506,0.761201653,86.10168412,22.59875569
Southern Bank,15.68470251,3.936491624,1.352671876,1.143677272,83.9534124,22.59656329
Rock Canyon Bank,16.34771871,6.348165156,2.324690601,1.022102125,80.68901648,22.59599359
Community State Bank,9.219749357,4.423935371,1.653784831,1.25291716,83.05287421,22.59587789
Golden State Bank,34.26378732,4.728877824,1.604878149,1.206570722,82.82754418,22.59196772
Security State Bank,5.847075772,4.36875614,1.783510315,1.245768004,82.96735413,22.59134715
First Freedom Bank,4.57700337,3.99644487,1.082445117,1.187124268,84.09847001,22.59112107
Tustin Community Bank,-5.006979037,7.361045892,1.059754376,3.418130267,78.51737076,22.58907532
Regent Bank,18.56515608,4.19959336,0.670333482,1.069565589,84.41405402,22.58838661
Citizens Bank,9.348559144,4.077817402,1.047466723,1.923981455,83.30376634,22.58825798
Security State Bank of Kenyon,0.558098816,4.278007128,0.338783489,1.792382375,83.94280399,22.58799425
Bridgewater Bank,18.3244321,3.856552216,1.538219157,1.187536662,83.76389174,22.58654994
VisionBank,4.629613741,4.059521104,0.916195666,1.086795999,84.28196372,22.58611912
Basile State Bank,3.258273316,5.756059867,1.946092442,1.181154612,81.45865621,22.58549078
"American Commerce Bank, National Association",15.04315576,4.178415611,1.211526736,1.473671575,83.47639485,22.58500219
Home Savings Bank,4.301631059,4.223121412,1.859113757,1.450251963,82.79265531,22.58128561
Union National Bank and Trust Company of Elgin,0.743474163,3.284754157,1.216416906,1.287966743,84.50117661,22.5725786
First Business Bank,10.3001841,3.981483273,1.089772637,1.275791031,83.92810937,22.56878908
Security State Bank,-4.942544694,3.678737604,1.034301533,1.156722908,84.39746996,22.566808
Western National Bank,1.453145566,3.598528829,1.263762282,1.220437643,84.17745114,22.56504497
Manasquan Bank,32.0117084,3.31551438,0.813096105,1.066972277,85.06346886,22.56476291
First National Bank of Central Texas,-2.932635119,4.184904037,2.262663663,1.081323676,82.72736654,22.56406448
Tristate Capital Bank,29.83827121,2.345030753,1.017290376,0.285455733,86.59749729,22.56131854
Midwest Community Bank,11.82629701,3.78073549,0.79303602,1.158955347,84.49540951,22.55703409
Commerce Bank,4.675580591,3.555496982,1.218618649,1.554982015,83.89422718,22.55583121
Commerce State Bank,9.09388375,3.693369279,1.109801452,1.027790901,84.39134616,22.55557695
Heritage Bank National Association,2.96673029,4.391545443,0.657917509,1.474752872,83.69170276,22.55397965
The Farmers Bank of Willards,3.131524008,4.467162543,0.87834098,0.977451096,83.87765969,22.55015358
